Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,VH,VA
Brazil,Serie A,2017,2017-07-23,23:00,Atletico-PR,Ponte Preta,0,2,A,2.29,3.26,3.55,2.32,3.28,3.8,2.18,3.09,3.43,38280000,25900000
Brazil,Serie A,2017,2017-07-25,00:00,Sao Paulo,Gremio,1,1,D,2.4,3.34,3.24,2.57,3.48,3.35,2.3,3.12,3.15,67900000,59600000
Brazil,Serie A,2017,2017-07-29,20:00,Botafogo RJ,Sao Paulo,3,4,A,2.56,3.32,3.0,2.56,3.38,3.2,2.41,3.12,2.97,28550000,78500000
Brazil,Serie A,2017,2017-07-29,23:00,Palmeiras,Avai,2,0,H,1.31,5.45,12.4,1.36,5.5,12.5,1.31,4.84,10.02,60950000,14950000
Brazil,Serie A,2017,2017-07-30,15:00,Chapecoense-SC,Atletico GO,1,2,A,1.55,4.27,6.83,1.58,4.33,7.0,1.53,4.03,6.01,21100000,58300000
Brazil,Serie A,2017,2017-07-30,20:00,Bahia,Sport Recife,1,3,A,1.63,3.93,6.31,1.7,3.93,6.31,1.62,3.67,5.5,29930000,30550000
Brazil,Serie A,2017,2017-07-30,20:00,Corinthians,Flamengo RJ,1,1,D,2.58,3.19,3.08,2.58,3.25,3.21,2.43,3.11,2.96,45450000,57450000
Brazil,Serie A,2017,2017-07-30,20:00,Coritiba,Atletico-MG,0,2,A,2.41,3.25,3.3,2.5,3.4,3.3,2.34,3.2,3.02,30700000,65050000
Brazil,Serie A,2017,2017-07-30,23:00,Cruzeiro,Vitoria,0,0,D,1.43,4.73,8.67,1.44,4.8,8.9,1.41,4.4,7.5,70950000,23350000
Brazil,Serie A,2017,2017-07-30,23:00,Gremio,Santos,1,1,D,1.7,3.64,6.09,1.72,3.75,6.5,1.65,3.56,5.48,57580000,54280000
Brazil,Serie A,2017,2017-08-01,00:00,Vasco,Atletico-PR,0,1,A,2.57,3.05,3.24,2.57,3.15,3.65,2.38,2.96,3.14,29180000,43930000
Brazil,Serie A,2017,2017-08-02,23:30,Chapecoense-SC,Bahia,1,1,D,1.94,3.49,4.5,2.1,3.54,4.5,1.95,3.3,3.94,21100000,12400000
Brazil,Serie A,2017,2017-08-02,23:30,Sport Recife,Fluminense,2,2,D,1.81,3.76,4.8,1.97,3.81,4.8,1.81,3.54,4.25,34700000,57750000
Brazil,Serie A,2017,2017-08-03,01:00,Atletico-MG,Corinthians,0,2,A,2.26,3.38,3.49,2.37,3.54,3.75,2.17,3.21,3.32,66830000,64550000
Brazil,Serie A,2017,2017-08-03,01:00,Vitoria,Ponte Preta,3,1,H,2.31,3.4,3.36,2.43,3.42,3.38,2.27,3.22,3.12,28400000,25900000
Brazil,Serie A,2017,2017-08-03,01:45,Atletico GO,Gremio,0,1,A,3.7,3.48,2.14,4.1,3.68,2.18,3.56,3.29,2.04,12600000,59600000
Brazil,Serie A,2017,2017-08-03,01:45,Botafogo RJ,Palmeiras,1,2,A,2.86,3.19,2.77,2.87,3.25,2.8,2.71,3.09,2.64,28550000,72050000
Brazil,Serie A,2017,2017-08-03,01:45,Santos,Flamengo RJ,3,2,H,3.0,3.27,2.59,3.0,3.45,2.84,2.72,3.23,2.53,47180000,57450000
Brazil,Serie A,2017,2017-08-03,23:30,Atletico-PR,Avai,5,0,H,1.71,3.56,6.24,1.78,3.72,6.24,1.69,3.39,5.42,38280000,14950000
Brazil,Serie A,2017,2017-08-03,23:30,Sao Paulo,Coritiba,1,2,A,1.41,4.74,9.69,1.45,4.75,10.0,1.4,4.3,8.17,67900000,23400000
Brazil,Serie A,2017,2017-08-04,00:00,Vasco,Cruzeiro,0,3,A,3.44,3.18,2.38,3.44,3.25,2.55,3.1,3.05,2.38,29180000,71700000
Brazil,Serie A,2017,2017-08-05,23:00,Corinthians,Sport Recife,3,1,H,1.51,4.25,7.98,1.53,4.25,7.98,1.5,3.96,6.67,45450000,30550000
Brazil,Serie A,2017,2017-08-05,23:00,Fluminense,Atletico GO,3,1,H,1.64,4.18,5.7,1.64,4.25,6.13,1.59,3.88,5.42,40680000,58300000
Brazil,Serie A,2017,2017-08-06,15:00,Flamengo RJ,Vitoria,0,2,A,1.3,5.72,12.0,1.33,5.89,12.0,1.3,5.2,9.45,52080000,23350000
Brazil,Serie A,2017,2017-08-06,20:00,Bahia,Sao Paulo,2,1,H,2.73,3.41,2.73,2.73,3.43,2.8,2.6,3.24,2.65,29930000,78500000
Brazil,Serie A,2017,2017-08-06,20:00,Coritiba,Chapecoense-SC,2,0,H,1.87,3.59,4.72,1.91,3.62,4.8,1.82,3.44,4.33,30700000,21250000
Brazil,Serie A,2017,2017-08-06,20:00,Cruzeiro,Botafogo RJ,0,0,D,1.49,4.28,8.37,1.52,4.28,9.0,1.46,3.97,7.37,70950000,25980000
Brazil,Serie A,2017,2017-08-06,20:00,Gremio,Atletico-MG,2,0,H,1.65,4.02,5.87,1.78,4.02,6.0,1.63,3.75,5.25,57580000,65050000
Brazil,Serie A,2017,2017-08-06,20:00,Palmeiras,Atletico-PR,0,1,A,1.65,3.89,6.25,1.66,3.89,6.5,1.6,3.65,5.81,60950000,43930000
Brazil,Serie A,2017,2017-08-06,23:00,Avai,Santos,0,0,D,3.43,3.33,2.31,3.85,3.45,2.31,3.34,3.16,2.19,12880000,54280000
Brazil,Serie A,2017,2017-08-06,23:00,Ponte Preta,Vasco,0,0,D,1.68,3.78,6.03,1.71,3.82,6.03,1.65,3.6,5.32,28550000,24250000
Brazil,Serie A,2017,2017-08-10,00:00,Ponte Preta,Fluminense,0,0,D,2.28,3.49,3.33,2.28,3.5,3.6,2.17,3.27,3.29,28550000,57750000
Brazil,Serie A,2017,2017-08-12,20:00,Atletico GO,Coritiba,1,0,H,2.36,3.26,3.39,2.6,3.29,3.39,2.33,3.11,3.12,12600000,23400000
Brazil,Serie A,2017,2017-08-12,23:00,Vitoria,Avai,0,1,A,1.65,4.03,5.88,1.69,4.05,6.0,1.62,3.72,5.45,28400000,14950000
Brazil,Serie A,2017,2017-08-13,15:00,Sao Paulo,Cruzeiro,3,2,H,1.98,3.34,4.52,1.98,3.45,4.55,1.89,3.3,4.21,67900000,71700000
Brazil,Serie A,2017,2017-08-13,20:00,Atletico-MG,Flamengo RJ,2,0,H,2.59,3.31,2.98,2.61,3.4,3.0,2.46,3.21,2.83,66830000,57450000
Brazil,Serie A,2017,2017-08-13,20:00,Sport Recife,Ponte Preta,0,0,D,1.68,3.91,5.72,1.73,3.92,5.75,1.67,3.6,5.19,34700000,25900000
Brazil,Serie A,2017,2017-08-13,20:00,Vasco,Palmeiras,1,1,D,3.6,3.3,2.25,3.6,3.38,2.33,3.36,3.19,2.18,29180000,72050000
Brazil,Serie A,2017,2017-08-13,23:00,Atletico-PR,Bahia,4,1,H,2.05,3.37,4.16,2.11,3.46,4.6,1.96,3.21,4.01,38280000,12400000
Brazil,Serie A,2017,2017-08-13,23:00,Botafogo RJ,Gremio,1,0,H,2.54,3.27,3.07,2.67,3.27,3.15,2.46,3.08,2.94,28550000,59600000
Brazil,Serie A,2017,2017-08-15,00:00,Santos,Fluminense,0,0,D,1.99,3.64,3.94,2.13,3.68,4.05,1.99,3.28,3.67,47180000,57750000
Brazil,Serie A,2017,2017-08-19,20:00,Corinthians,Vitoria,0,1,A,1.42,4.77,9.0,1.46,4.85,9.8,1.42,4.36,7.48,45450000,23350000
Brazil,Serie A,2017,2017-08-19,23:00,Flamengo RJ,Atletico GO,2,0,H,1.42,4.87,8.56,1.42,5.0,9.17,1.39,4.58,7.56,52080000,58300000
Brazil,Serie A,2017,2017-08-20,15:00,Gremio,Atletico-PR,0,0,D,1.96,3.25,4.8,1.99,3.4,4.82,1.92,3.22,4.23,57580000,43930000
Brazil,Serie A,2017,2017-08-20,20:00,Avai,Sao Paulo,1,1,D,4.04,3.32,2.1,4.04,3.4,2.17,3.71,3.24,2.04,12880000,78500000
Brazil,Serie A,2017,2017-08-20,20:00,Bahia,Vasco,3,0,H,1.92,3.57,4.49,1.97,3.57,4.6,1.87,3.4,4.17,29930000,24250000
Brazil,Serie A,2017,2017-08-20,20:00,Cruzeiro,Sport Recife,2,0,H,1.7,3.86,5.58,1.76,3.86,5.58,1.7,3.58,5.02,70950000,30550000
Brazil,Serie A,2017,2017-08-20,20:00,Ponte Preta,Botafogo RJ,2,1,H,1.72,3.61,5.93,1.76,3.68,5.95,1.7,3.42,5.35,28550000,25980000
Brazil,Serie A,2017,2017-08-20,23:00,Coritiba,Santos,0,0,D,2.53,3.28,3.08,2.61,3.3,3.08,2.46,3.13,2.9,30700000,54280000
Brazil,Serie A,2017,2017-08-20,23:00,Palmeiras,Chapecoense-SC,0,2,A,1.51,4.27,7.88,1.54,4.27,8.4,1.5,3.95,6.71,60950000,21250000
Brazil,Serie A,2017,2017-08-22,00:00,Fluminense,Atletico-MG,2,1,H,2.28,3.41,3.46,2.32,3.41,3.46,2.23,3.24,3.19,40680000,65050000
Brazil,Serie A,2017,2017-08-23,23:30,Chapecoense-SC,Corinthians,0,1,A,2.84,3.12,2.84,2.99,3.2,2.85,2.78,3.03,2.61,21100000,64550000
Brazil,Serie A,2017,2017-08-26,20:00,Fluminense,Vasco,0,1,A,2.11,3.34,3.9,2.16,3.52,4.15,2.04,3.22,3.74,40680000,24250000
Brazil,Serie A,2017,2017-08-26,23:00,Corinthians,Atletico GO,0,1,A,1.37,4.93,10.8,1.42,5.05,11.0,1.37,4.53,8.75,45450000,58300000
Brazil,Serie A,2017,2017-08-27,20:00,Bahia,Botafogo RJ,1,2,A,2.05,3.47,4.0,2.12,3.47,4.08,2.0,3.27,3.78,29930000,25980000
Brazil,Serie A,2017,2017-08-27,20:00,Flamengo RJ,Atletico-PR,2,0,H,1.54,4.26,7.1,1.56,4.26,7.65,1.51,3.96,6.5,52080000,43930000
Brazil,Serie A,2017,2017-08-27,20:00,Palmeiras,Sao Paulo,4,2,H,2.09,3.43,3.94,2.1,3.44,4.05,2.01,3.29,3.73,60950000,78500000
Brazil,Serie A,2017,2017-08-27,20:00,Ponte Preta,Atletico-MG,1,2,A,2.57,3.3,3.0,2.67,3.3,3.1,2.47,3.1,2.9,28550000,65050000
Brazil,Serie A,2017,2017-08-27,23:00,Avai,Chapecoense-SC,1,0,H,2.72,3.02,3.06,2.81,3.07,3.08,2.6,2.92,2.9,12880000,21250000
Brazil,Serie A,2017,2017-08-27,23:00,Cruzeiro,Santos,1,1,D,1.8,3.64,5.16,1.87,3.66,5.25,1.77,3.44,4.75,70950000,54280000
Brazil,Serie A,2017,2017-08-29,00:00,Coritiba,Vitoria,0,1,A,2.14,3.45,3.72,2.15,3.46,3.85,2.07,3.27,3.58,30700000,23350000
Brazil,Serie A,2017,2017-09-02,20:00,Gremio,Sport Recife,5,0,H,1.74,3.64,5.75,1.78,3.66,5.76,1.7,3.45,5.23,53950000,36150000
Brazil,Serie A,2017,2017-09-09,20:00,Atletico-MG,Palmeiras,1,1,D,2.09,3.55,3.78,2.17,3.58,3.83,2.07,3.3,3.54,57750000,78850000
Brazil,Serie A,2017,2017-09-09,22:00,Vasco,Gremio,1,0,H,3.15,3.19,2.54,3.2,3.22,2.7,2.97,3.01,2.5,31280000,64150000
Brazil,Serie A,2017,2017-09-09,23:00,Sao Paulo,Ponte Preta,2,2,D,1.72,3.84,5.41,1.8,4.05,6.0,1.68,3.63,5.06,58830000,28000000
Brazil,Serie A,2017,2017-09-10,15:00,Atletico-PR,Coritiba,1,1,D,1.83,3.45,5.31,1.86,3.57,5.37,1.76,3.38,4.9,32800000,26630000
Brazil,Serie A,2017,2017-09-10,20:00,Santos,Corinthians,2,0,H,2.52,3.22,3.15,2.59,3.28,3.25,2.4,3.08,3.04,47550000,46700000
Brazil,Serie A,2017,2017-09-10,20:00,Sport Recife,Avai,0,1,A,1.47,4.29,8.83,1.53,4.33,8.9,1.46,4.0,7.42,38050000,26580000
Brazil,Serie A,2017,2017-09-10,20:00,Vitoria,Fluminense,2,2,D,2.31,3.43,3.34,2.41,3.44,3.5,2.2,3.29,3.23,30350000,50380000
Brazil,Serie A,2017,2017-09-10,23:00,Botafogo RJ,Flamengo RJ,2,0,H,3.56,3.36,2.24,3.6,3.36,2.41,3.27,3.16,2.24,24150000,58500000
Brazil,Serie A,2017,2017-09-10,23:00,Chapecoense-SC,Cruzeiro,1,2,A,3.35,3.19,2.42,3.35,3.19,2.85,2.98,3.04,2.48,27250000,74450000
Brazil,Serie A,2017,2017-09-12,00:00,Atletico GO,Bahia,1,1,D,2.63,3.17,3.04,2.74,3.2,3.06,2.5,3.07,2.92,11680000,22480000
Brazil,Serie A,2017,2017-09-16,23:00,Botafogo RJ,Santos,2,0,H,2.02,3.35,4.3,2.08,3.42,4.3,1.99,3.2,3.96,24150000,41530000
Brazil,Serie A,2017,2017-09-17,01:00,Ponte Preta,Atletico GO,1,3,A,1.64,3.83,6.51,1.73,3.84,6.51,1.62,3.62,5.74,26900000,63330000
Brazil,Serie A,2017,2017-09-17,15:00,Avai,Atletico-MG,1,1,D,3.9,3.31,2.14,3.91,3.38,2.2,3.64,3.18,2.09,13530000,71100000
Brazil,Serie A,2017,2017-09-17,20:00,Atletico-PR,Fluminense,3,1,H,1.74,3.75,5.45,1.91,3.78,5.5,1.77,3.46,4.77,32800000,50380000
Brazil,Serie A,2017,2017-09-17,20:00,Corinthians,Vasco,1,0,H,1.57,4.03,7.09,1.6,4.25,7.5,1.55,3.73,6.53,44850000,20950000
Brazil,Serie A,2017,2017-09-17,20:00,Flamengo RJ,Sport Recife,2,0,H,1.47,4.61,7.79,1.53,4.7,7.79,1.47,4.19,6.73,65900000,36150000
Brazil,Serie A,2017,2017-09-17,20:00,Gremio,Chapecoense-SC,0,1,A,1.65,3.83,6.27,1.68,4.05,6.52,1.64,3.61,5.61,53950000,26150000
Brazil,Serie A,2017,2017-09-17,20:00,Vitoria,Sao Paulo,1,2,A,2.59,3.38,2.92,2.63,3.44,3.0,2.48,3.25,2.79,30350000,65730000
Brazil,Serie A,2017,2017-09-17,23:00,Cruzeiro,Bahia,1,0,H,1.52,4.17,7.85,1.57,4.55,7.85,1.51,3.9,6.79,58300000,22480000
Brazil,Serie A,2017,2017-09-19,00:00,Palmeiras,Coritiba,1,0,H,1.43,4.68,9.06,1.48,4.75,9.06,1.42,4.3,7.72,64750000,26630000
Brazil,Serie A,2017,2017-09-23,23:00,Flamengo RJ,Avai,1,1,D,1.42,4.73,9.31,1.47,4.8,9.47,1.4,4.37,7.98,65900000,26580000
Brazil,Serie A,2017,2017-09-24,01:00,Santos,Atletico-PR,1,0,H,1.97,3.43,4.42,2.14,3.54,4.42,1.97,3.22,3.98,47550000,34700000
Brazil,Serie A,2017,2017-09-24,15:00,Sao Paulo,Corinthians,1,1,D,2.31,3.32,3.45,2.31,3.48,3.75,2.16,3.22,3.39,58830000,46700000
Brazil,Serie A,2017,2017-09-24,20:00,Atletico GO,Cruzeiro,1,2,A,2.87,3.31,2.67,2.94,3.31,2.73,2.76,3.1,2.6,11680000,74450000
Brazil,Serie A,2017,2017-09-24,20:00,Chapecoense-SC,Ponte Preta,1,0,H,1.93,3.4,4.72,2.09,3.44,4.72,1.92,3.25,4.16,27250000,28000000
Brazil,Serie A,2017,2017-09-24,20:00,Coritiba,Botafogo RJ,2,3,A,2.4,3.1,3.5,2.47,3.13,3.56,2.34,3.0,3.23,29950000,26950000
Brazil,Serie A,2017,2017-09-24,20:00,Fluminense,Palmeiras,0,1,A,3.17,3.47,2.37,3.27,3.47,2.45,3.05,3.23,2.32,32850000,78850000
Brazil,Serie A,2017,2017-09-24,23:00,Atletico-MG,Vitoria,1,3,A,1.53,4.52,6.66,1.54,4.59,6.7,1.5,4.25,5.99,57750000,24080000
Brazil,Serie A,2017,2017-09-24,23:00,Bahia,Gremio,1,0,H,2.43,3.19,3.33,2.57,3.36,3.33,2.33,3.09,3.15,31250000,64150000
Brazil,Serie A,2017,2017-09-26,00:00,Sport Recife,Vasco,1,1,D,1.85,3.63,4.78,1.92,3.75,4.8,1.81,3.44,4.44,38050000,20950000
Brazil,Serie A,2017,2017-09-30,20:00,Bahia,Coritiba,1,1,D,1.93,3.52,4.51,1.94,3.59,4.8,1.86,3.36,4.32,31250000,26630000
Brazil,Serie A,2017,2017-09-30,20:00,Vasco,Chapecoense-SC,1,1,D,2.1,3.32,4.05,2.1,3.42,4.32,2.02,3.19,3.89,31280000,26150000
Brazil,Serie A,2017,2017-09-30,23:00,Palmeiras,Santos,0,1,A,1.64,3.9,6.28,1.77,3.92,6.3,1.62,3.66,5.71,64750000,41530000
Brazil,Serie A,2017,2017-10-01,20:00,Avai,Atletico GO,0,2,A,2.22,3.33,3.64,2.22,3.38,3.81,2.14,3.19,3.5,13530000,63330000
Brazil,Serie A,2017,2017-10-01,20:00,Botafogo RJ,Vitoria,2,3,A,1.78,3.72,5.18,1.78,3.85,5.4,1.72,3.6,4.83,24150000,24080000
Brazil,Serie A,2017,2017-10-01,20:00,Cruzeiro,Corinthians,1,1,D,2.14,3.3,3.91,2.52,3.3,3.91,2.17,3.07,3.6,58300000,46700000
Brazil,Serie A,2017,2017-10-01,20:00,Gremio,Fluminense,1,0,H,1.7,3.84,5.62,1.7,4.05,6.34,1.62,3.73,5.56,53950000,50380000
Brazil,Serie A,2017,2017-10-01,20:00,Sao Paulo,Sport Recife,1,0,H,1.6,4.28,6.04,1.61,4.3,7.0,1.56,3.99,5.84,58830000,36150000
Brazil,Serie A,2017,2017-10-01,23:00,Atletico-PR,Atletico-MG,0,2,A,2.25,3.4,3.47,2.3,3.44,3.51,2.19,3.24,3.33,32800000,71100000
Brazil,Serie A,2017,2017-10-03,00:00,Ponte Preta,Flamengo RJ,1,0,H,3.61,3.2,2.29,3.78,3.5,2.35,3.36,3.13,2.22,26900000,58500000
Brazil,Serie A,2017,2017-10-07,20:00,Cruzeiro,Ponte Preta,2,1,H,1.63,3.84,6.68,1.63,3.95,7.0,1.58,3.7,6.17,58300000,28000000
Brazil,Serie A,2017,2017-10-11,23:30,Atletico-PR,Atletico GO,2,2,D,1.6,4.17,6.29,1.63,4.17,6.5,1.57,3.88,5.71,32800000,63330000
Brazil,Serie A,2017,2017-10-11,23:30,Botafogo RJ,Chapecoense-SC,2,1,H,1.76,3.67,5.43,1.79,3.67,5.78,1.73,3.42,5.07,24150000,26150000
Brazil,Serie A,2017,2017-10-12,01:00,Corinthians,Coritiba,3,1,H,1.56,4.15,6.9,1.59,4.2,7.46,1.53,3.86,6.46,44850000,26630000
Brazil,Serie A,2017,2017-10-12,01:45,Atletico-MG,Sao Paulo,1,0,H,2.18,3.58,3.47,2.22,3.6,3.7,2.11,3.38,3.37,57750000,65730000
Brazil,Serie A,2017,2017-10-12,01:45,Avai,Vasco,1,2,A,2.64,3.13,3.06,2.74,3.2,3.09,2.55,2.99,2.93,13530000,20950000
Brazil,Serie A,2017,2017-10-12,01:45,Gremio,Cruzeiro,0,1,A,2.01,3.3,4.44,2.06,3.32,4.44,1.96,3.15,4.14,53950000,74450000
Brazil,Serie A,2017,2017-10-12,21:00,Flamengo RJ,Fluminense,1,1,D,1.65,4.15,5.7,1.66,4.24,6.07,1.6,3.85,5.46,65900000,50380000
Brazil,Serie A,2017,2017-10-12,21:00,Ponte Preta,Santos,1,1,D,2.4,3.22,3.37,2.54,3.22,3.39,2.33,3.08,3.2,26900000,41530000
Brazil,Serie A,2017,2017-10-12,21:00,Vitoria,Sport Recife,1,2,A,2.31,3.56,3.23,2.35,3.56,3.5,2.23,3.33,3.13,30350000,36150000
Brazil,Serie A,2017,2017-10-13,01:00,Palmeiras,Bahia,2,2,D,1.57,4.13,6.79,1.61,4.3,8.0,1.54,3.9,6.25,64750000,22480000
Brazil,Serie A,2017,2017-10-14,23:00,Vasco,Botafogo RJ,1,0,H,2.79,3.15,2.86,2.8,3.25,2.9,2.67,3.01,2.76,31280000,26950000
Brazil,Serie A,2017,2017-10-15,01:00,Sao Paulo,Atletico-PR,2,1,H,1.83,3.67,4.83,1.87,3.7,4.9,1.79,3.46,4.55,58830000,34700000
Brazil,Serie A,2017,2017-10-15,20:00,Atletico GO,Palmeiras,1,3,A,4.1,3.54,2.01,4.11,3.54,2.12,3.72,3.31,2.01,11680000,78850000
Brazil,Serie A,2017,2017-10-15,20:00,Chapecoense-SC,Flamengo RJ,0,1,A,3.71,3.36,2.18,3.81,3.38,2.25,3.47,3.19,2.15,27250000,58500000
Brazil,Serie A,2017,2017-10-15,20:00,Fluminense,Avai,1,0,H,1.68,3.79,6.05,1.7,3.88,6.2,1.64,3.61,5.6,32850000,26580000
Brazil,Serie A,2017,2017-10-15,20:00,Sport Recife,Atletico-MG,1,1,D,2.26,3.53,3.34,2.36,3.53,3.34,2.23,3.32,3.14,38050000,71100000
Brazil,Serie A,2017,2017-10-15,22:00,Bahia,Corinthians,2,0,H,2.63,3.24,2.96,2.74,3.32,3.02,2.56,3.03,2.87,31250000,46700000
Brazil,Serie A,2017,2017-10-15,22:00,Coritiba,Gremio,0,1,A,3.37,3.18,2.42,3.37,3.18,2.6,3.16,3.0,2.39,29950000,64150000
Brazil,Serie A,2017,2017-10-16,23:00,Santos,Vitoria,2,2,D,1.67,4.01,5.71,1.68,4.04,5.79,1.63,3.82,5.22,47550000,24080000
Brazil,Serie A,2017,2017-10-18,22:30,Atletico GO,Vasco,0,1,A,2.65,3.29,2.91,2.66,3.3,3.18,2.48,3.12,2.88,11680000,20950000
Brazil,Serie A,2017,2017-10-18,22:30,Coritiba,Cruzeiro,1,0,H,3.52,3.25,2.31,3.52,3.3,2.45,3.19,3.12,2.31,29950000,74450000
Brazil,Serie A,2017,2017-10-19,00:00,Atletico-MG,Chapecoense-SC,2,3,A,1.52,4.54,6.9,1.53,4.77,7.49,1.48,4.25,6.46,57750000,26150000
Brazil,Serie A,2017,2017-10-19,00:45,Avai,Botafogo RJ,1,1,D,2.85,3.12,2.83,2.93,3.16,2.85,2.77,2.98,2.68,13530000,26950000
Brazil,Serie A,2017,2017-10-19,00:45,Corinthians,Gremio,0,0,D,2.18,3.21,3.91,2.19,3.21,4.2,2.1,3.03,3.84,44850000,64150000
Brazil,Serie A,2017,2017-10-19,00:45,Fluminense,Sao Paulo,3,1,H,2.79,3.46,2.65,2.82,3.46,2.75,2.64,3.23,2.64,32850000,65730000
Brazil,Serie A,2017,2017-10-19,23:00,Palmeiras,Ponte Preta,2,0,H,1.47,4.3,8.79,1.53,4.38,8.79,1.47,4.05,7.27,64750000,28000000
Brazil,Serie A,2017,2017-10-19,23:00,Vitoria,Atletico-PR,2,3,A,2.29,3.37,3.44,2.3,3.4,3.52,2.2,3.24,3.3,30350000,34700000
Brazil,Serie A,2017,2017-10-20,00:00,Flamengo RJ,Bahia,4,1,H,1.48,4.44,8.03,1.5,4.55,8.4,1.45,4.13,7.31,65900000,22480000
Brazil,Serie A,2017,2017-10-20,00:00,Sport Recife,Santos,1,1,D,1.99,3.69,3.96,2.07,3.8,4.05,1.95,3.49,3.75,38050000,41530000
Brazil,Serie A,2017,2017-10-21,20:00,Vasco,Coritiba,1,1,D,2.05,3.37,4.15,2.09,3.4,4.26,2.01,3.2,3.87,31280000,26630000
Brazil,Serie A,2017,2017-10-22,20:00,Atletico-PR,Sport Recife,2,1,H,1.87,3.67,4.6,1.97,3.74,4.75,1.85,3.44,4.27,32800000,36150000
Brazil,Serie A,2017,2017-10-22,20:00,Bahia,Vitoria,2,1,H,2.14,3.42,3.78,2.21,3.47,4.05,2.06,3.29,3.59,31250000,24080000
Brazil,Serie A,2017,2017-10-22,20:00,Cruzeiro,Atletico-MG,1,3,A,2.05,3.33,4.25,2.05,3.61,4.33,1.95,3.33,3.95,58300000,71100000
Brazil,Serie A,2017,2017-10-22,20:00,Gremio,Palmeiras,1,3,A,2.92,3.07,2.8,3.17,3.21,2.82,2.83,2.99,2.63,53950000,78850000
Brazil,Serie A,2017,2017-10-22,20:00,Santos,Atletico GO,1,0,H,1.53,4.39,7.05,1.55,4.45,8.0,1.5,4.07,6.6,47550000,63330000
Brazil,Serie A,2017,2017-10-22,20:00,Sao Paulo,Flamengo RJ,2,0,H,2.46,3.35,3.14,2.46,3.4,3.21,2.33,3.2,3.07,58830000,58500000
Brazil,Serie A,2017,2017-10-22,22:00,Chapecoense-SC,Fluminense,2,0,H,2.04,3.61,3.9,2.06,3.66,4.08,1.98,3.38,3.78,27250000,50380000
Brazil,Serie A,2017,2017-10-22,22:00,Ponte Preta,Avai,1,2,A,1.69,3.62,6.27,1.73,3.7,6.27,1.67,3.46,5.55,26900000,26580000
Brazil,Serie A,2017,2017-10-23,23:00,Botafogo RJ,Corinthians,2,1,H,2.76,3.1,2.94,2.81,3.15,3.0,2.64,2.96,2.83,24150000,46700000
Brazil,Serie A,2017,2017-10-28,20:00,Sao Paulo,Santos,2,1,H,1.97,3.52,4.3,2.04,3.56,4.33,1.93,3.32,4.03,58830000,41530000
Brazil,Serie A,2017,2017-10-28,22:00,Flamengo RJ,Vasco,0,0,D,1.7,3.83,5.62,1.73,3.83,5.8,1.68,3.52,5.3,65900000,20950000
Brazil,Serie A,2017,2017-10-29,00:00,Atletico-PR,Chapecoense-SC,0,0,D,1.82,3.71,4.86,1.84,3.71,5.15,1.78,3.47,4.6,32800000,26150000
Brazil,Serie A,2017,2017-10-29,19:00,Atletico-MG,Botafogo RJ,0,0,D,1.68,3.93,5.67,1.74,3.94,5.7,1.65,3.71,5.23,57750000,26950000
Brazil,Serie A,2017,2017-10-29,19:00,Fluminense,Bahia,1,1,D,2.17,3.46,3.63,2.17,3.48,3.9,2.04,3.3,3.64,32850000,22480000
Brazil,Serie A,2017,2017-10-29,19:00,Ponte Preta,Corinthians,1,0,H,3.44,3.29,2.32,3.55,3.38,2.41,3.22,3.09,2.3,26900000,46700000
Brazil,Serie A,2017,2017-10-29,20:00,Sport Recife,Coritiba,3,4,A,1.87,3.59,4.71,1.92,3.62,4.71,1.85,3.41,4.3,38050000,26630000
Brazil,Serie A,2017,2017-10-29,20:00,Vitoria,Atletico GO,1,1,D,1.61,4.38,5.66,1.63,4.38,6.5,1.57,4.02,5.46,30350000,63330000
Brazil,Serie A,2017,2017-10-29,21:00,Avai,Gremio,2,2,D,2.46,3.09,3.39,2.49,3.1,3.46,2.38,2.95,3.23,13530000,64150000
Brazil,Serie A,2017,2017-10-30,22:00,Palmeiras,Cruzeiro,2,2,D,1.76,3.8,5.16,1.76,3.94,5.65,1.69,3.58,5.05,64750000,74450000
Brazil,Serie A,2017,2017-11-04,19:00,Santos,Atletico-MG,3,1,H,2.34,3.6,3.13,2.34,3.6,3.5,2.21,3.3,3.2,47550000,71100000
Brazil,Serie A,2017,2017-11-04,21:00,Atletico GO,Sao Paulo,0,1,A,3.65,3.61,2.11,3.98,3.64,2.11,3.64,3.37,2.02,11680000,65730000
Brazil,Serie A,2017,2017-11-04,21:00,Botafogo RJ,Fluminense,1,2,A,2.03,3.44,4.13,2.06,3.49,4.25,1.99,3.27,3.87,24150000,50380000
Brazil,Serie A,2017,2017-11-04,23:00,Coritiba,Avai,4,0,H,1.76,3.68,5.38,1.8,3.72,5.38,1.74,3.5,4.91,29950000,26580000
Brazil,Serie A,2017,2017-11-05,19:00,Corinthians,Palmeiras,3,2,H,2.42,3.21,3.34,2.45,3.24,3.4,2.33,3.06,3.21,44850000,78850000
Brazil,Serie A,2017,2017-11-05,19:00,Cruzeiro,Atletico-PR,1,0,H,1.86,3.42,5.09,1.89,3.5,5.25,1.8,3.34,4.71,58300000,34700000
